Approved Symbol	Synonyms	Chromosome	Entrez Gene ID	Gene Family Name
PIK3CA	PI3K	3q26.3	5290	Phosphatidylinositol 3-kinase subunits
PIK3CB		3q22.3	5291	Phosphatidylinositol 3-kinase subunits
PIK3CD	p110D	1p36.2	5293	Phosphatidylinositol 3-kinase subunits
PIK3CD-AS1		1p36.22	644997	
PIK3CD-AS2		1p36.22	101929074	
PIK3CG		7q22	5294	Phosphatidylinositol 3-kinase subunits
PIK3IP1	HGFL, MGC17330	22q12.2	113791	
PIK3IP1-AS1		22q12.2	101929760	
PIK3R1	GRB1, p85-ALPHA, p85	5q13.1	5295	SH2 domain containing
PIK3R2	P85B, p85	19p13.11	5296	SH2 domain containing
PIK3R3	p55	1p34.1	8503	SH2 domain containing
PIK3R4	VPS15, p150	3q22.1	30849	WD repeat domain containing
PIK3R5	P101-PI3K, p101	17p13.1	23533	
PIK3R6	FLJ34500, HsT41028, p87PIKAP	17p13.1	146850	
PIKFYVE	MGC40423, KIAA0981, PIKfyve, PIP5K, p235, ZFYVE29, FAB1	2q34	200576	Zinc fingers, FYVE-type
PILRA	FDF03	7q22.1	29992	V-set domain containing
PILRB	FDFACT1, FDFACT2	7q22.1	29990	V-set domain containing
PIM1		6p21	5292	
PIM2		Xp11.23	11040	
PIM3		22q13	415116	
PIN1	dod	19p13	5300	Parvulins
PIN1P1		1p31	5301	
PIN4	PAR14, PAR17, EPVH	Xq13.1	5303	Parvulins
PIN4P1		15q15.3	728758	
PINK1		1p36.12	65018	Parkinson disease associated genes
PINK1-AS	FLJ00387, PINK1AS, naPINK1	1p36.12		
PINLYP		19q13.31	390940	
PINX1	PinX1, LPTL, LPTS, FLJ20565, MGC8850	8p23	54984	G-patch domain containing
PIP	GCDFP-15, GCDFP15, GPIP4	7q34	5304	
PIP4K2A	PIP5KIIA, PIP5KIIalpha	10p12.2	5305	
PIP4K2B	PIP5KIIB, PIP5KIIbeta	17q21.2	8396	
PIP4K2C	FLJ22055	12q13.3	79837	
PIP5K1A		1q21.3	8394	
PIP5K1B	STM7, MSS4	9q13	8395	
PIP5K1C	PIP5Kgamma, KIAA0589, LCCS3	19p13.3	23396	
PIP5K1P1	MGC26597	6p24.3	206426	
PIP5K1P2		7q36.3	100129824	
PIP5KL1	bA203J24.5, MGC46424	9q34.13	138429	
PIPOX	LPIPOX	17p13.2	51268	
PIPSL	PIP5K1A-PSMD4, PIP5K1P3	10q23.33	266971	
PIR		Xp22.31	8544	
PIRC1		1	100313844	Piwi-interacting RNA clusters
PIRC2		1	100313924	Piwi-interacting RNA clusters
PIRC3		1	100313905	Piwi-interacting RNA clusters
PIRC4		1	100313807	Piwi-interacting RNA clusters
PIRC5		1	100313845	Piwi-interacting RNA clusters
PIRC6		1	100313846	Piwi-interacting RNA clusters
PIRC7		1	100313782	Piwi-interacting RNA clusters
PIRC8		1	100313915	Piwi-interacting RNA clusters
PIRC9		2	100313847	Piwi-interacting RNA clusters
PIRC10		2	100313783	Piwi-interacting RNA clusters
PIRC11		3	100313897	Piwi-interacting RNA clusters
PIRC12		3	100313808	Piwi-interacting RNA clusters
PIRC13		3	100313925	Piwi-interacting RNA clusters
PIRC14		3	100313784	Piwi-interacting RNA clusters
PIRC15		3	100313848	Piwi-interacting RNA clusters
PIRC16		4	100313849	Piwi-interacting RNA clusters
PIRC17		4	100313809	Piwi-interacting RNA clusters
PIRC18		4	100313906	Piwi-interacting RNA clusters
PIRC19		4	100313926	Piwi-interacting RNA clusters
PIRC20		5	100313785	Piwi-interacting RNA clusters
PIRC21		5	100313916	Piwi-interacting RNA clusters
PIRC22		5	100313850	Piwi-interacting RNA clusters
PIRC23		5	100313786	Piwi-interacting RNA clusters
PIRC24		6	100313810	Piwi-interacting RNA clusters
PIRC25		6	100313851	Piwi-interacting RNA clusters
PIRC26		6	100313852	Piwi-interacting RNA clusters
PIRC27		6	100313907	Piwi-interacting RNA clusters
PIRC28		6	100313893	Piwi-interacting RNA clusters
PIRC29		7	100313927	Piwi-interacting RNA clusters
PIRC30		7	100313853	Piwi-interacting RNA clusters
PIRC31		7	100313787	Piwi-interacting RNA clusters
PIRC32		7	100313811	Piwi-interacting RNA clusters
PIRC33		7	100313854	Piwi-interacting RNA clusters
PIRC34		7	100313890	Piwi-interacting RNA clusters
PIRC35		8	100313855	Piwi-interacting RNA clusters
PIRC36		9	100313928	Piwi-interacting RNA clusters
PIRC37		9	100313812	Piwi-interacting RNA clusters
PIRC38		9	100313788	Piwi-interacting RNA clusters
PIRC39		9	100313856	Piwi-interacting RNA clusters
PIRC40		9	100313898	Piwi-interacting RNA clusters
PIRC41		9	100313917	Piwi-interacting RNA clusters
PIRC42		9	100313789	Piwi-interacting RNA clusters
PIRC43		9	100313857	Piwi-interacting RNA clusters
PIRC44		9	100313908	Piwi-interacting RNA clusters
PIRC45		9	100313813	Piwi-interacting RNA clusters
PIRC46		9	100313858	Piwi-interacting RNA clusters
PIRC47		9	100313859	Piwi-interacting RNA clusters
PIRC48		10	100313790	Piwi-interacting RNA clusters
PIRC49		10	100313929	Piwi-interacting RNA clusters
PIRC50		11	100313814	Piwi-interacting RNA clusters
PIRC51		11	100313860	Piwi-interacting RNA clusters
PIRC52		11	100313791	Piwi-interacting RNA clusters
PIRC53		12	100313861	Piwi-interacting RNA clusters
PIRC54		12	100313815	Piwi-interacting RNA clusters
PIRC55		12	100313792	Piwi-interacting RNA clusters
PIRC56		12	100313862	Piwi-interacting RNA clusters
PIRC57		12	100313930	Piwi-interacting RNA clusters
PIRC58		13	100313918	Piwi-interacting RNA clusters
PIRC59		14	100313909	Piwi-interacting RNA clusters
PIRC60		14	100313863	Piwi-interacting RNA clusters
PIRC61		15	100313899	Piwi-interacting RNA clusters
PIRC62		15	100313816	Piwi-interacting RNA clusters
PIRC63		15	100313793	Piwi-interacting RNA clusters
PIRC64		15	100313864	Piwi-interacting RNA clusters
PIRC65		15	100313794	Piwi-interacting RNA clusters
PIRC66		15	100313865	Piwi-interacting RNA clusters
PIRC67		15	100313817	Piwi-interacting RNA clusters
PIRC68		15	100313931	Piwi-interacting RNA clusters
PIRC69		15	100313910	Piwi-interacting RNA clusters
PIRC70		15	100313866	Piwi-interacting RNA clusters
PIRC71		15	100313818	Piwi-interacting RNA clusters
PIRC72		15	100313867	Piwi-interacting RNA clusters
PIRC73		15	100313795	Piwi-interacting RNA clusters
PIRC74		15	100313932	Piwi-interacting RNA clusters
PIRC75		15	100313919	Piwi-interacting RNA clusters
PIRC76		15	100313796	Piwi-interacting RNA clusters
PIRC77		15	100313868	Piwi-interacting RNA clusters
PIRC78		15	100313869	Piwi-interacting RNA clusters
PIRC79		15	100313797	Piwi-interacting RNA clusters
PIRC80		15	100313819	Piwi-interacting RNA clusters
PIRC81		15	100313870	Piwi-interacting RNA clusters
PIRC82		16	100313933	Piwi-interacting RNA clusters
PIRC83		16	100313891	Piwi-interacting RNA clusters
PIRC84		16	100313820	Piwi-interacting RNA clusters
PIRC85		16	100313871	Piwi-interacting RNA clusters
PIRC86		16	100313911	Piwi-interacting RNA clusters
PIRC87		16	100313872	Piwi-interacting RNA clusters
PIRC88		16	100313894	Piwi-interacting RNA clusters
PIRC89		16	100313873	Piwi-interacting RNA clusters
PIRC90		17	100313798	Piwi-interacting RNA clusters
PIRC91		17	100313900	Piwi-interacting RNA clusters
PIRC92		17	100313920	Piwi-interacting RNA clusters
PIRC93		17	100313934	Piwi-interacting RNA clusters
PIRC94		17	100313799	Piwi-interacting RNA clusters
PIRC95		17	100313935	Piwi-interacting RNA clusters
PIRC96		18	100313800	Piwi-interacting RNA clusters
PIRC97		19	100313821	Piwi-interacting RNA clusters
PIRC98		19	100313874	Piwi-interacting RNA clusters
PIRC99		19	100313875	Piwi-interacting RNA clusters
PIRC100		19	100313912	Piwi-interacting RNA clusters
PIRC101		19	100313888	Piwi-interacting RNA clusters
PIRC102		19	100313876	Piwi-interacting RNA clusters
PIRC103		20	100313901	Piwi-interacting RNA clusters
PIRC104		20	100313801	Piwi-interacting RNA clusters
PIRC105		21	100313936	Piwi-interacting RNA clusters
PIRC106		22	100313877	Piwi-interacting RNA clusters
PIRC107		22	100313802	Piwi-interacting RNA clusters
PIRC108		22	100313878	Piwi-interacting RNA clusters
PIRC109		22	100313913	Piwi-interacting RNA clusters
PIRC110		22	100313879	Piwi-interacting RNA clusters
PIRC111		22	100313937	Piwi-interacting RNA clusters
PIRC112		22	100313803	Piwi-interacting RNA clusters
PIRC113		X	100313880	Piwi-interacting RNA clusters
PIRC114		X	100313881	Piwi-interacting RNA clusters
PIRT		17p12	644139	
PISD	dJ858B16.2, PSDC	22q12.2	23761	
PISRT1	NCRNA00195	3q23	140464	
PITHD1	HT014, TXNL1CL	1p36.11	57095	
PITPNA	VIB1A	17p13.3	5306	Phosphatidylinositol transfer proteins
PITPNA-AS1		17p13.3	100306951	
PITPNB	VIB1B	22q12.1	23760	Phosphatidylinositol transfer proteins
PITPNC1	RDGBB1, RDGBB, RDGB-BETA	17q24.3	26207	Phosphatidylinositol transfer proteins
PITPNM1	DRES9, NIR2, RDGB1, RDGBA1, Rd9, RDGB	11q13	9600	Phosphatidylinositol transfer proteins
PITPNM2	RDGBA2, RDGB2, NIR3	12q24.31	57605	Phosphatidylinositol transfer proteins
PITPNM3	NIR1, RDGBA3, ACKR6	17p13	83394	Phosphatidylinositol transfer proteins|Atypical chemokine receptors
PITRM1	MP1, KIAA1104, hMP1, PreP	10p15.2	10531	
PITRM1-AS1		10p15.2	100507034	
PITX1	PTX1, POTX	5q31.1	5307	PRD class homeoboxes and pseudogenes
PITX2	IGDS, RS, Brx1, Otlx2, ARP1	4q25	5308	PRD class homeoboxes and pseudogenes
PITX3		10q24.32	5309	PRD class homeoboxes and pseudogenes
PIWIL1	PIWI, HIWI, CT80.1	12q24.33	9271	Argonaute/PIWI family
PIWIL2	HILI, FLJ10351, Mili, CT80	8p24	55124	Argonaute/PIWI family
PIWIL3	HIWI3	22q11.23	440822	Argonaute/PIWI family
PIWIL4	FLJ36156, HIWI2, Miwi2	11q21	143689	Argonaute/PIWI family
PJA1	FLJ11830, RNF70	Xq13.1	64219	Ring finger proteins
PJA2	KIAA0438, Neurodap1	5q22.1	9867	Ring finger proteins
PKD1	PBP, Pc-1, TRPP1	16p13.3	5310	Transient receptor potential cation channels
PKD1L1	PRO19563	7p12.3	168507	
PKD1L2	KIAA1879	16q23.2	114780	
PKD1L3		16q22.2	342372	
PKD1P1		16p13	339044	
PKD1P2		16p13.11	283955	
PKD1P3		16p13	339039	
PKD1P4		16p13	353512	
PKD1P5		16p12.3	348156	
PKD1P6		16p13.11	353511	
PKD2	PKD4, PC2, Pc-2, TRPP2	4q22.1	5311	Transient receptor potential cation channels|EF-hand domain containing
PKD2L1	PCL, TRPP3	10q24.31	9033	Transient receptor potential cation channels
PKD2L2	TRPP5	5q31	27039	Transient receptor potential cation channels
PKD3		2p		
PKDCC	SgK493, Vlk	2p21	91461	
PKDREJ		22q13.31	10343	
PKHD1	ARPKD, FCYT	6p21.2-p12	5314	
PKHD1L1		8q23	93035	
PKIA		8q21.13	5569	
PKIA-AS1		8q21.13	101927003	
PKIB		6q21-q22.1		
PKIG		20q13.12-q13.13	11142	
PKLR		1q22	5313	
PKM	THBP1, OIP3, PK3	15q23	5315	
PKMP1		1p13.2	643586	
PKMP2		Xq12	402408	
PKMP3		6q14.3	100419758	
PKMP4		8q21.11		
PKMP5		6p25.1	442156	
PKMYT1	MYT1, PPP1R126	16p13.3	9088	Protein phosphatase 1 regulatory subunits
PKN1	DBK, PRK1, PKN, MGC46204, PAK1	19p13.12	5585	C2 domain containing protein kinases
PKN2	PRK2, Pak-2, STK7	1p22	5586	C2 domain containing protein kinases
PKN2-AS1		1p22.2	101927891	
PKN3	PKNbeta, UTDP4-1	9q34.13	29941	Minor histocompatibility antigens|C2 domain containing protein kinases
PKNOX1	PREP1	21q22.3	5316	TALE class homeboxes and pseudogenes
PKNOX2		11q24.2	63876	TALE class homeboxes and pseudogenes
PKNOX2-AS1		11q24.2		
PKP1	B6P	1q32	5317	Armadillo repeat containing
PKP2		12p11	5318	Armadillo repeat containing
PKP2P1		12p13	82500	
PKP3		11p15	11187	Armadillo repeat containing
PKP4	p0071	2q24.1	8502	Armadillo repeat containing
PKP4P1		2q34	402116	
PLA1A	ps-PLA1	3q13.13-q13.2	51365	Phospholipases
PLA2G1B		12q24.31	5319	Phospholipases
PLA2G2A		1p35	5320	Phospholipases
PLA2G2C		1p36.12	391013	Phospholipases
PLA2G2D	sPLA2S	1p36.12	26279	Phospholipases
PLA2G2E		1p36.13	30814	Phospholipases
PLA2G2F		1p35	64600	Phospholipases
PLA2G3	GIII-SPLA2	22q12.2	50487	Phospholipases
PLA2G4A	cPLA2-alpha	1q31.1	5321	Phospholipases|C2 domain containing phospholipases
PLA2G4B	cPLA2-beta, HsT16992	15q11.2-q21.3	100137049	Phospholipases|C2 domain containing phospholipases
PLA2G4C	cPLA2-gamma	19q13.3	8605	Phospholipases
PLA2G4C-AS1		19q13.33		
PLA2G4D	cPLA2delta	15q14	283748	Phospholipases|C2 domain containing phospholipases
PLA2G4E	FLJ45651	15q15.1	123745	Phospholipases|C2 domain containing phospholipases
PLA2G4E-AS1		15q15.1	101928388	
PLA2G4F	PLA2G4F/Z	15q15.1	255189	Phospholipases|C2 domain containing phospholipases
PLA2G5		1p36-p34	5322	Phospholipases
PLA2G6	iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2	22q13.1	8398	Patatin-like phospholipase domain containing|Phospholipases|Ankyrin repeat domain containing|Parkinson disease associated genes
PLA2G7	PAFAH, LDL-PLA2	6p21.2-p12	7941	Phospholipases
PLA2G10	GXPLA2	16p13.1-p12	8399	Phospholipases
PLA2G12A		4q25	81579	Phospholipases
PLA2G12AP1		1p32.3	100420258	
PLA2G12AP2		13q13.3	100420281	
PLA2G12B		10q22.1	84647	Phospholipases
PLA2G15	LLPL, GXVPLA2	16q22.1	23659	Phospholipases
PLA2G16	HREV107, H-REV107-1, HREV107-3, MGC118754., AdPLA	11q12.3	11145	Phospholipases
PLA2R1	PLA2G1R, PLA2IR, PLA2-R, CLEC13C	2q23-q24		C-type lectin domain family
PLAA	PLAP, PLA2P, FLJ11281, FLJ12699, DOA1	9p21	9373	WD repeat domain containing
PLAC1	CT92, OOSP2L	Xq26.3	10761	
PLAC4	MGC126664, MGC126666, PRED78	21q22.2	191585	
PLAC8	onzin, C15	4q21.22	51316	
PLAC8L1		5q32	153770	
PLAC9		10q23.2	219348	
PLAG1	ZNF912	8q12	5324	Zinc fingers, C2H2-type
PLAGL1	ZAC, LOT1	6q24-q25	5325	Zinc fingers, C2H2-type
PLAGL2	ZNF900	20q11.21	5326	Zinc fingers, C2H2-type
PLAT		8p11.21	5327	
PLAU	URK, UPA	10q24	5328	
PLAUR	URKR, UPAR, CD87	19q13	5329	CD molecules
PLB1	PLB, FLJ30866	2p23.3	151056	Phospholipases
PLBD1	FLJ22662	12p13.1	79887	
PLBD1-AS1		12p13.1	101928290	
PLBD2	p76	12q24.13	196463	
PLCB1	KIAA0581, PLC-I, PLC154	20p12	23236	Phospholipases|C2 domain containing phospholipases
PLCB1-IT1		20p12.3		
PLCB2	FLJ38135	15q15.1	5330	Phospholipases|C2 domain containing phospholipases
PLCB2-AS1		15q15.1		
PLCB3		11q13	5331	Phospholipases|C2 domain containing phospholipases
PLCB4		20p12	5332	Phospholipases|C2 domain containing phospholipases
PLCD1		3p22-p21.3	5333	Phospholipases|EF-hand domain containing|C2 domain containing phospholipases
PLCD3		17q21	113026	Phospholipases|C2 domain containing phospholipases
PLCD4		2q35	84812	Phospholipases|EF-hand domain containing|C2 domain containing phospholipases
PLCE1	KIAA1516, PLCE, NPHS3	10q23	51196	Phospholipases|C2 domain containing phospholipases
PLCE1-AS1		10q23.33	100128054	
PLCE1-AS2		10q23.33	101927049	
PLCE1P1		Xp21.2	100420075	
PLCG1	PLC148, PLC-II, PLCgamma1, NCKAP3	20q12-q13.1	5335	Phospholipases|EF-hand domain containing|Pleckstrin homology domain containing|SH2 domain containing|C2 domain containing phospholipases
PLCG1-AS1	TOP1-AS1	20q12	101927117	
PLCG2		16q24.1	5336	Phospholipases|SH2 domain containing|C2 domain containing phospholipases
PLCH1	KIAA1069, MGC117152, DKFZp434C1372, PLCeta1	3q25	23007	Phospholipases|EF-hand domain containing|C2 domain containing phospholipases
PLCH1-AS1		3q25.31		
PLCH1-AS2		3q25.31		
PLCH2	KIAA0450, PLCeta2, RP3-395M20.1, PLC-eta2	1p36.32	9651	Phospholipases|EF-hand domain containing
PLCL1	PLC-L, PLCL, PRIP, PPP1R127	2q33	5334	Protein phosphatase 1 regulatory subunits|C2 domain containing phospholipases
PLCL2	KIAA1092	3p24.3	23228	C2 domain containing phospholipases
PLCL2-AS1		3p24.3		
PLCXD1	FLJ11323	Xp22.33 and Yp11.32	55344	Pseudoautosomal region 1
PLCXD2	FLJ31579	3q13.2	257068	
PLCXD2-AS1		3q13.2		
PLCXD3		5p13.1	345557	
PLCZ1	NYD-SP27, PLCzeta	12p13.31	89869	Phospholipases|EF-hand domain containing|C2 domain containing phospholipases
PLD1		3q26	5337	Phospholipases|Pleckstrin homology domain containing
PLD2		17p13.3	5338	Phospholipases
PLD3	HU-K4	19q13.2	23646	Phospholipases
PLD4		14q32.33	122618	Phospholipases
PLD5	FLJ40773	1q43	200150	Phospholipases
PLD6		17p11.2	201164	Phospholipases
PLEC	PCN, PLTN	8q24	5339	Plakins
PLEK	P47	2p13.3	5341	Pleckstrin homology domain containing
PLEK2		14q23.3	26499	Pleckstrin homology domain containing
PLEKHA1	TAPP1	10q26.3	59338	Pleckstrin homology domain containing
PLEKHA2	TAPP2	8p11.21	59339	Pleckstrin homology domain containing
PLEKHA3	FAPP1	2q31.2	65977	Pleckstrin homology domain containing
PLEKHA3P1	PLEKHA3P	19q13.2	91405	
PLEKHA4	PEPP1	19q13.33		Pleckstrin homology domain containing
PLEKHA5	PEPP2, KIAA1686, FLJ10667	12p12	54477	Pleckstrin homology domain containing
PLEKHA6	PEPP3, KIAA0969	1q32	22874	Pleckstrin homology domain containing
PLEKHA7	DKFZp686M22243	11p15	144100	Pleckstrin homology domain containing
PLEKHA8	FAPP2, MGC3358	7p14.3	84725	Pleckstrin homology domain containing
PLEKHA8P1	FLJ14156	12q12	51054	
PLEKHB1	PHR1, KPL1	11q13.5-q14.1	58473	Pleckstrin homology domain containing
PLEKHB2	EVT2, FLJ20783	2q22.1	55041	Pleckstrin homology domain containing
PLEKHD1	UPF0639	14q24.1	400224	Pleckstrin homology domain containing
PLEKHF1	APPD, MGC4090, PHAFIN1, ZFYVE15	19q12	79156	Pleckstrin homology domain containing|Zinc fingers, FYVE-type
PLEKHF2	ZFYVE18, PHAFIN2, FLJ13187	8q22.1	79666	Pleckstrin homology domain containing|Zinc fingers, FYVE-type
PLEKHG1	KIAA1209, ARHGEF41	6q25.1	57480	Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing
PLEKHG2	CLG, FLJ00018, ARHGEF42	19q13.2	64857	Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing
PLEKHG3	ARHGEF43	14q23.3	26030	Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing
PLEKHG4	DKFZP434I216, ARHGEF44	16q22.1	25894	Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing
PLEKHG4B	KIAA1909	5p15.33	153478	Pleckstrin homology domain containing
PLEKHG5	KIAA0720, Syx, GEF720, Tech	1p36.31	57449	Pleckstrin homology domain containing
PLEKHG6	FLJ10665, MYOGEF	12p13.31	55200	Pleckstrin homology domain containing
PLEKHG7	FLJ46688	12q22	440107	Pleckstrin homology domain containing
PLEKHH1	KIAA1200	14q24.1	57475	Pleckstrin homology domain containing
PLEKHH2	KIAA2028, PLEKHH1L	2p22	130271	Pleckstrin homology domain containing
PLEKHH3	FLJ21019	17q21.2	79990	Pleckstrin homology domain containing
PLEKHJ1	FLJ10297	19p13.3	55111	Pleckstrin homology domain containing
PLEKHM1	KIAA0356	17q21.31	9842	Pleckstrin homology domain containing
PLEKHM1P1	LOC440456	17q24.1	440456	
PLEKHM2	KIAA0842	1p36.13	23207	Pleckstrin homology domain containing
PLEKHM3	DAPR	2q33.3	389072	Pleckstrin homology domain containing
PLEKHN1	DKFZP434H2010	1p36.33	84069	Pleckstrin homology domain containing
PLEKHO1	CKIP-1, OC120	1q21.2	51177	Pleckstrin homology domain containing
PLEKHO2	DKFZp761K2312, PP1628, pp9099	15q22.31	80301	Pleckstrin homology domain containing
PLEKHS1	FLJ23537, bA211N11.2	10q26.11	79949	Pleckstrin homology domain containing
PLET1		11q23.1	349633	
PLG		6q26	5340	
PLGLA		2q12.2	285189	
PLGLB1	PRP-B	2p11.2	5343	
PLGLB2		2p11.2	5342	
PLGRKT	MDS030, FLJ14688, AD025, Plg-RKT	9p24.1	55848	
PLIN1		15q26	5346	Perilipins
PLIN2	ADRP	9p22.1	123	Perilipins
PLIN3	TIP47, PP17	19p13.3	10226	Perilipins
PLIN4	S3-12	19p13.3	729359	Perilipins
PLIN5	LSDP5, LSDA5, OXPAT, MLDP	19p13.3	440503	Perilipins
PLK1		16p	5347	
PLK2	SNK	5q12.1-q13.2	10769	
PLK3	FNK, PRK	1p34.1	1263	
PLK4	Sak	4q28.1	10733	
PLK5	SgK384ps	19p13.3	126520	
PLLP	PMLP	16q13	51090	
PLN	CMD1P	6q22.1	5350	
PLOD1	LH1	1p36.22	5351	
PLOD2	LH2	3q24	5352	
PLOD3	LH3	7q22.1	8985	
PLP1	GPM6C	Xq22	5354	
PLP2	A4, A4-LSB, MGC126187	Xp11.23	5355	
PLPP1	PAP-2a, LPP1	5q11	8611	Phospholipid phosphatases
PLPP2	PAP-2c, LPP2	19p13.3	8612	Phospholipid phosphatases
PLPP3	PAP-2b, LPP3	1p32.2	8613	Phospholipid phosphatases
PLPP4	DPPL2	10q26.13	196051	Phospholipid phosphatases
PLPP5	HTPAP, DPPL1	8p12	84513	Phospholipid phosphatases
PLPP6	FLJ90191, FLJ46512, PDP1	9p24	403313	Phospholipid phosphatases
PLPP7	MGC12921, FLJ14662, NET39	9q34.2-q34.3	84814	Phospholipid phosphatases
PLPPR1	PRG-3, MGC26189, FLJ20300, LPPR1	9q31.1	54886	Phospholipid phosphatase related
PLPPR2	LPPR2, PRG-4	19p13.2	64748	Phospholipid phosphatase related
PLPPR3	PRG-2, FLJ11535, LPPR3, PRG2	19p13.3	79948	Phospholipid phosphatase related
PLPPR4	PRG-1, LPPR4, KIAA0455, PHP1	1p21.2	9890	Phospholipid phosphatase related
PLPPR5	PAP2D, PAP2, LPPR5, PRG5	1p21.3	163404	Phospholipid phosphatase related
PLRG1	PRL1, Prp46, PRPF46, Cwc1, TANGO4	4q31.2-q32.1	5356	WD repeat domain containing
PLS1	I-plastin, Plastin-1	3q23	5357	EF-hand domain containing
PLS1-AS1		3q23		
PLS3	T-plastin	Xq23	5358	EF-hand domain containing
PLS3-AS1		Xq23	101927352	
PLSCR1	MMTRA1B	3q23	5359	Phospholipid scramblases
PLSCR2		3q24	57047	Phospholipid scramblases
PLSCR3		17p13.1	57048	Phospholipid scramblases
PLSCR4		3q24	57088	Phospholipid scramblases
PLSCR5		3q24	389158	Phospholipid scramblases
PLSCR5-AS1		3q24		
PLTP	BPIFE	20q13.12	5360	BPI fold containing
PLVAP	gp68, PV-1, PV1, FELS	19p13.11	83483	
PLXDC1	TEM3, TEM7	17q21.1	57125	
PLXDC2	TEM7R, FLJ14623	10p12.33	84898	
PLXNA1	NOV	3q21.2	5361	Plexins
PLXNA2	OCT, FLJ11751, FLJ30634, KIAA0463	1q32.2	5362	Plexins
PLXNA3	SEX, XAP-6, 6.3, Plxn3	Xq28	55558	Plexins
PLXNA4	KIAA1550, DKFZp434G0625PRO34003, FAYV2820	7q32.3	91584	Plexins
PLXNB1	SEP, KIAA0407	3p21.31	5364	Plexins
PLXNB2	MM1, KIAA0315, PLEXB2	22q13.33	23654	Plexins
PLXNB3	PLEXR, PLEXB3	Xq28	5365	Plexins
PLXNC1	VESPR, CD232	12q23	10154	Plexins|CD molecules
PLXND1	KIAA0620	3q21.3	23129	Plexins
PM20D1	FLJ32569, Cps1	1q32.1	148811	
PM20D2	bA63L7.3	6q15	135293	
PMAIP1	APR, NOXA	18q21.32	5366	
PMCH	MCH	12q23.2	5367	Endogenous ligands
PMCHL1		5p14.3	5369	
PMCHL2		5q13.2	5370	
PMEL	D12S53E, SI, Pmel17, gp100	12q13-q14	6490	
PMEPA1	STAG1	20q13.31-q13.33	56937	
PMF1		1q22	11243	
PMF1-BGLAP		1q22	100527963	
PMFBP1		16q23.1	83449	
PML	MYL, TRIM19, RNF71	15q24.1	5371	Tripartite motif-containing|Ring finger proteins
PMM1	Sec53	22q13	5372	HAD Asp-based non-protein phosphatases
PMM2	CDGS, CDG1a, PMI, PMI1	16p13	5373	HAD Asp-based non-protein phosphatases
PMM2P1		18p11.22	390831	
PMM2P2		18p11.21	646065	
PMP2	MP2, FABP8, M-FABP	8q21.3-q22.1	5375	Fatty acid binding protein family
PMP22	HNPP, GAS3, Sp110	17p12	5376	
PMPCA	KIAA0123, Alpha-MPP	9q34.3	23203	
PMPCAP1		4q22.1	133083	
PMPCB	MPPB, MPPP52	7q22.1	9512	
PMS1	MLH2	2q31-q33	5378	MutL homologs
PMS2	H_DJ0042M02.9, HNPCC4, MLH4	7p22.1	5395	MutL homologs
PMS2CL	PMS2P13	7p22.1	441194	
PMS2P1	PMS3, PMS8, PMS2L13, PMSR2, PMSR1	7q22.1	5379	
PMS2P2	PMS4	7q11.23	5380	
PMS2P3	PMS5, PMSR3	7q11.23	5387	
PMS2P4	PMS6	7q11.22	5382	
PMS2P5	PMS7, MGC34222	7q11.23	5383	
PMS2P6		7q11.23	729453	
PMS2P7	PMSR7	7q11.23	100101440	
PMS2P8		7q11.23	729299	
PMS2P9	PMSR5	7q11	100132832	
PMS2P10	PMSR4	7q11-q22	100288713	
PMS2P11	PMSR6	7q11.23		
PMS2P12	PMSL12	7q22.1	392713	
PMVK	PMK, PMKA, HUMPMKI	1q21.3	10654	
PNCK	MGC45419, CaMK1b	Xq28	139728	
PNISR	FLJ14752, bA98I9.2, DKFZp564B0769, SRrp130	6q16.3	25957	
PNKD	DYT8, PDC, DKFZp564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1	2q35	25953	
PNKDP1		Xq26.2	100506715	
PNKP	PNK	19q13.33	11284	HAD Asp-based non-protein phosphatases
PNLDC1	FLJ40240, dJ195P10.2	6q25.3	154197	
PNLIP	PL	10q25.3	5406	Lipases
PNLIPP1		10q25.3	100419068	
PNLIPRP1	PLRP1	10q26.12	5407	
PNLIPRP2	PLRP2	10q25.3	5408	Lipases
PNLIPRP3		10q26.12	119548	Lipases
PNMA1	MA1	14q24.3	9240	Paraneoplastic Ma antigens
PNMA2	MA2, RGAG2	8p21.1	10687	Paraneoplastic Ma antigens
PNMA3	MA5, MA3, MGC132756, MGC132758	Xq28	29944	Paraneoplastic Ma antigens
PNMA5	KIAA1934	Xq28	114824	Paraneoplastic Ma antigens
PNMA6A	MGC15827	Xq28	84968	Paraneoplastic Ma antigens
PNMA6B		Xq28	728513	Paraneoplastic Ma antigens
PNMAL1	KIAA1183L, FLJ10781	19q13.32	55228	Paraneoplastic Ma antigens
PNMAL2	KIAA1183	19q13.32	57469	Paraneoplastic Ma antigens
PNMT		17q12	5409	
PNN	memA	14q21.1	5411	
PNO1	RRP20	2p14	56902	
PNOC	PPNOC, N/OFQ, NOP	8p21	5368	Endogenous ligands
